"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Cheyenne Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Cruze 4 PTAS-","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Cruze 5 Ptas","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Equinox SUV-","Camiones ligeros","SUV's",14586
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Onix","Automóviles","Compactos",2351
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Sierra Cabina Regular","Camiones ligeros","Pick Ups",816
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Sierra Doble Cabina","Camiones ligeros","Pick Ups",11159
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",1338
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado Doble Cabina","Camiones ligeros","Pick Ups",18172
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Sonic-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Sonic 5 PTS-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","SRX SUV-","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Terrain SUV-","Camiones ligeros","SUV's",7700
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","General Motors","Trax","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Honda","Fit-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Honda","HR-V-","Camiones ligeros","SUV's",13956
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","Frison","Camiones ligeros","Pick Ups",66
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","GML X150 EV","Camiones ligeros","Pick Ups",52
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","J7","Automóviles","Compactos",24
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","Sei2","Camiones ligeros","SUV's",125
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","Sei3","Camiones ligeros","SUV's",51
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","Sei4","Camiones ligeros","SUV's",2
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","Sei7","Camiones ligeros","SUV's",62
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","JAC","X 200","Camiones ligeros","Pick Ups",70
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","Forte-","Automóviles","Compactos",12830
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","Forte Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","Hyundai Accent Hatchback","Automóviles","Subcompactos",129
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","Hyundai Accent Sedán","Automóviles","Subcompactos",1654
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","Kia Río Hatchback-","Automóviles","Subcompactos",1691
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","KIA","KIA Río Sedan-","Automóviles","Subcompactos",4996
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mazda","CX-30","Camiones ligeros","SUV's",9957
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mazda","Mazda 2 Hatchback","Automóviles","Subcompactos",1921
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mazda","Mazda 2 Sedán","Automóviles","Subcompactos",488
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mazda","Mazda 3 Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mazda","Mazda 3 Sedán-","Automóviles","Compactos",831
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mercedes Benz_Prod_Expo","Clase A Sedán_","Automóviles","De Lujo",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Mercedes Benz_Prod_Expo","GLB_","Camiones ligeros","SUV's",6578
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","Kicks","Camiones ligeros","SUV's",12189
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","March","Automóviles","Subcompactos",1776
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","Note","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","NP300","Camiones ligeros","Pick Ups",6513
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","NV 200 Cargo","Camiones ligeros","SUV's",2612
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","NV 200 NY TAXI","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","QX50","Camiones ligeros","SUV's",2821
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","QX55","Camiones ligeros","SUV's",10
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","Sentra","Automóviles","Compactos",14011
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","Tiida Sedan","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Nissan","Versa","Automóviles","Compactos",17685
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Toyota","Tacoma-","Camiones ligeros","Pick Ups",19030
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Toyota","Yaris-R","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Volkswagen","Golf-","Automóviles","Compactos",3302
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Volkswagen","Jetta","Automóviles","Compactos",9349
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Volkswagen","Taos","Camiones ligeros","SUV's",1519
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"01","Volkswagen","Tiguan-","Camiones ligeros","SUV's",19187
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Audi","Q5","Camiones ligeros","SUV's",11193
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","BMW Group","Serie 3","Automóviles","De Lujo",5636
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",11233
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",2173
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","Journey","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","Promaster","Camiones ligeros","SUV's",1212
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",2909
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",6548
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Chrysler","RAM 4000 Diesel","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Fiat","Fiat 500-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Ford Motor","Bronco Sport","Camiones ligeros","SUV's",13450
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Ford Motor","Mustang Mach-E","Camiones ligeros","SUV's",3846
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Aveo-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Blazer","Camiones ligeros","SUV's",4430
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Captiva Sport","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Cheyenne  Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Cheyenne Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Cruze 4 PTAS-","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Cruze 5 Ptas","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Equinox SUV-","Camiones ligeros","SUV's",5892
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Onix","Automóviles","Compactos",465
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Sierra Cabina Regular","Camiones ligeros","Pick Ups",683
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Sierra Doble Cabina","Camiones ligeros","Pick Ups",11869
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",2206
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado Doble Cabina","Camiones ligeros","Pick Ups",14460
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Sonic-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Sonic 5 PTS-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","SRX SUV-","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Terrain SUV-","Camiones ligeros","SUV's",1570
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","General Motors","Trax","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Honda","Fit-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Honda","HR-V-","Camiones ligeros","SUV's",12165
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","JAC","Frison","Camiones ligeros","Pick Ups",72
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","JAC","GML X150 EV","Camiones ligeros","Pick Ups",140
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","JAC","X 200","Camiones ligeros","Pick Ups",2
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","Forte-","Automóviles","Compactos",8925
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","Forte Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","Hyundai Accent Hatchback","Automóviles","Subcompactos",309
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","Hyundai Accent Sedán","Automóviles","Subcompactos",2055
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","Kia Río Hatchback-","Automóviles","Subcompactos",1742
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","KIA","KIA Río Sedan-","Automóviles","Subcompactos",3769
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mazda","CX-30","Camiones ligeros","SUV's",7099
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mazda","Mazda 2 Hatchback","Automóviles","Subcompactos",946
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mazda","Mazda 2 Sedán","Automóviles","Subcompactos",334
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mazda","Mazda 3 Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mazda","Mazda 3 Sedán-","Automóviles","Compactos",924
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mercedes Benz_Prod_Expo","Clase A Sedán_","Automóviles","De Lujo",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Mercedes Benz_Prod_Expo","GLB_","Camiones ligeros","SUV's",6508
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","Kicks","Camiones ligeros","SUV's",11105
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","March","Automóviles","Subcompactos",3783
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","Note","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","NP300","Camiones ligeros","Pick Ups",5694
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","NV 200 Cargo","Camiones ligeros","SUV's",2566
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","NV 200 NY TAXI","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","QX50","Camiones ligeros","SUV's",2488
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","QX55","Camiones ligeros","SUV's",309
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","Sentra","Automóviles","Compactos",10187
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","Tiida Sedan","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Nissan","Versa","Automóviles","Compactos",13232
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Toyota","Tacoma-","Camiones ligeros","Pick Ups",17157
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Toyota","Yaris-R","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Volkswagen","Golf-","Automóviles","Compactos",2265
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Volkswagen","Jetta","Automóviles","Compactos",7853
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Volkswagen","Taos","Camiones ligeros","SUV's",1987
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"02","Volkswagen","Tiguan-","Camiones ligeros","SUV's",15477
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Audi","Q5","Camiones ligeros","SUV's",15687
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","BMW Group","Serie 3","Automóviles","De Lujo",7074
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",13642
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",10
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","Journey","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","Promaster","Camiones ligeros","SUV's",6666
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",3181
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",8746
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Chrysler","RAM 4000 Diesel","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Fiat","Fiat 500-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Ford Motor","Bronco Sport","Camiones ligeros","SUV's",18488
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Ford Motor","Maverick","Camiones ligeros","Pick Ups",77
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","Ford Motor","Mustang Mach-E","Camiones ligeros","SUV's",6720
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2021,"03","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",0
